TIPS;NOSAUKUMS;ADRESE
Izglītības iestāde;Tilžas pirmsskolas izglītības iestāde;Dārza iela 1, Tilža, Tilžas pag., Balvu nov., LV-4572
Izglītības iestāde;Kandavas pilsētas pirmsskolas izglītības iestāde "Zīļuks";Raiņa iela 14, Kandava, Kandavas nov., LV-3120
Izglītības iestāde;Bauskas pirmsskolas izglītības iestāde "Zīlīte";Plūdoņa iela 60, Bauska, Bauskas nov., LV-3901
Izglītības iestāde;Rundāles novada pirmsskolas izglītības iestāde “Mārpuķīte”;"Saulaine 1", Saulaine, Rundāles pag., Rundāles nov., LV-3901
Izglītības iestāde;Habad Ebreju privātā vidusskola;Lāčplēša iela 141, Rīga, LV-1003
Izglītības iestāde;Daugavpils 17. vidusskola un vakarskola;Valmieras iela 5, Daugavpils, LV-5404
Izglītības iestāde;Ābeļu pamatskola;"Ābeļu pamatskola", Ābeļi, Ābeļu pag., Jēkabpils nov., LV-5212
Izglītības iestāde;Rubeņu pamatskola;"Rubeņu skola", Rubeņi, Rubenes pag., Jēkabpils nov., LV-5229
Izglītības iestāde;Jēkabpils vakara vidusskola;Palejas iela 32, Jēkabpils, LV-5202
Izglītības iestāde;Rīgas 53. vidusskola;Melnsila iela 6, Rīga, LV-1046
Izglītības iestāde;Kaunatas vidusskola;Rāznas iela 17, Kaunata, Kaunatas pag., Rēzeknes nov., LV-4622
Izglītības iestāde;Feimaņu pamatskola;"Feimaņu skola", Feimaņi, Feimaņu pag., Rēzeknes nov., LV-4623
Izglītības iestāde;V. Plūdoņa Kuldīgas vidusskola;Piltenes iela 25, Kuldīga, Kuldīgas nov., LV-3301
Izglītības iestāde;Kuldīgas pirmsskolas izglītības iestāde "Bitīte" - attīstības centrs;Parka iela 22, Kuldīga, Kuldīgas nov., LV-3301
Izglītības iestāde;Rīgas Kristīgā vidusskola;Augusta Deglava iela 3, Rīga, LV-1009
Izglītības iestāde;Rīgas 96. vidusskola;Rātslaukums 1, Rīga, LV-1050
Izglītības iestāde;Medņevas pirmsskolas izglītības iestāde "Pasaciņa";Saules iela 4, Semenova, Medņevas pag., Viļakas nov., LV-4586
Bibliotēka;Liepupes bibliotēka;Ezera iela 2, Liepupe, Liepupes pag., Salacgrīvas nov., LV-4023
Bibliotēka;Vīpes bibliotēka;"Vālodzīte", Vīpe, Vīpes pag., Krustpils nov., LV-5238
Bibliotēka;Jēkabpils novada Kalna bibliotēka;"Atvari", Vidsala, Kalna pag., Jēkabpils nov., LV-5220
Bibliotēka;Mežāres bibliotēka;"Druvasnieki 16A", Mežāre, Mežāres pag., Krustpils nov., LV-5226
Bibliotēka;Atašienes bibliotēka;Liepu iela 14A, Atašiene, Atašienes pag., Krustpils nov., LV-5211
Bibliotēka;Jēkabpils 3. vidusskolas bibliotēka;Slimnīcas iela 5, Jēkabpils, LV-5202
Bibliotēka;Jēkabpils vakara vidusskolas bibliotēka;Palejas iela 32, Jēkabpils, LV-5202
Bibliotēka;Salas bibliotēka;Susējas iela 9, Sala, Salas pag., Salas nov., LV-5230
Pašvaldības iestāde;Balvu pašvaldības Izglītības, kultūras un sporta pārvalde;Bērzpils iela 1A, Balvi, Balvu nov., LV-4501
Pašvaldības iestāde;Alūksnes novada pašvaldības Izglītības pārvalde;Dārza iela 11, Alūksne, Alūksnes nov., LV-4301
Pašvaldības iestāde;Carnikavas novada dome;Stacijas iela 5, Carnikava, Carnikavas nov., LV-2163
Pašvaldības iestāde;Ķeguma novada pašvaldība;Lāčplēša iela 1, Ķegums, Ķeguma nov., LV-5020
Pašvaldības iestāde;Rīgas Izglītības un informatīvi metodiskais centrs;Kaņiera iela 15, Rīga, LV-1063
Pašvaldības iestāde;Kandavas novada dome;Dārza iela 6, Kandava, Kandavas nov., LV-3120
Pašvaldības iestāde;Zemītes pagasta pārvalde;"Cerības", Zemīte, Zemītes pag., Kandavas nov., LV-3135
Pašvaldības iestāde;Jūrmalas pilsētas dome;Jomas iela 1/5, Jūrmala, LV-2015
Pašvaldības iestāde;Iecavas novada pašvaldība;Skolas iela 4, Iecava, Iecavas nov., LV-3913
Pašvaldības iestāde;Bauskas novada dome;Katoļu iela 3, Bauska, Bauskas nov., LV-3901
Pašvaldības iestāde;Bauskas novada Sporta centrs "Mēmele";Uzvaras iela 10A, Bauska, Bauskas nov., LV-3901
Pašvaldības iestāde;Bauskas pils muzejs;"Pilskalns", Bauska, Bauskas nov., LV-3901
Pašvaldības iestāde;Jēkabpils kultūras pārvalde;Rīgas iela 210A, Jēkabpils, LV-5202
Pašvaldības iestāde;Rēzeknes novada pašvaldība;Atbrīvošanas aleja 95A, Rēzekne, LV-4601
Pašvaldības iestāde;Lendžu pagasta pārvalde;Viraudas iela 3, Lendži, Lendžu pag., Rēzeknes nov., LV-4625
Pašvaldības iestāde;Bērzgales pagasta pārvalde;Rītupes iela 34, Bērzgale, Bērzgales pag., Rēzeknes nov., LV-4612
Pašvaldības iestāde;Stružānu pagasta pārvalde;Miera iela 14A, Strūžāni, Stružānu pag., Rēzeknes nov., LV-4643
Pašvaldības iestāde;Griškānu pagasta pārvalde;Centrālā iela 27, Sprūževa, Griškānu pag., Rēzeknes nov., LV-4641
Pašvaldības iestāde;Ozolaines pagasta pārvalde;"Lazdas", Balbiši, Ozolaines pag., Rēzeknes nov., LV-4633
Pašvaldības iestāde;Audriņu pagasta pārvalde;Lidicas iela 17, Audriņi, Audriņu pag., Rēzeknes nov., LV-4611
Pašvaldības iestāde;Daugavpils novada Kultūras centrs "Vārpa";Dobeles iela 30, Daugavpils, LV-5404
Pašvaldības iestāde;Mārupes novada dome;Daugavas iela 29, Mārupe, Mārupes nov., LV-2167
Pašvaldības iestāde;Inčukalna novada dome;Atmodas iela 4, Inčukalns, Inčukalna pag., Inčukalna nov., LV-2141
Pašvaldības iestāde;Bebru pagasta pārvalde / Bebru novada bāriņtiesa;"Papardes", Vecbebri, Bebru pag., Kokneses nov., LV-5135
Pašvaldības iestāde;Limbažu novada sociālais dienests;Klostera iela 2, Limbaži, Limbažu nov., LV-4001
Pašvaldības iestāde;Viļķenes pagasta pārvalde;Dārza iela 1, Viļķene, Viļķenes pag., Limbažu nov., LV-4050
Pašvaldības iestāde;Katvaru pagasta pārvalde;Liepu iela 8, Pociems, Katvaru pag., Limbažu nov., LV-4061
Pašvaldības iestāde;Umurgas pagasta pārvalde;Ulda Sproģa iela 5, Umurga, Umurgas pag., Limbažu nov., LV-4004
Pašvaldības iestāde;Skultes pagasta pārvalde;"Pagastmāja", Mandegas, Skultes pag., Limbažu nov., LV-4025
Pašvaldības iestāde;Pāles pagasta pārvalde;Skolotāju iela 2, Pāle, Pāles pag., Limbažu nov., LV-4052
Pašvaldības iestāde;Kuldīgas novada pašvaldība;Baznīcas iela 1, Kuldīga, Kuldīgas nov., LV-3301
Pašvaldības iestāde;Rendas pagasta pārvalde;"Vīgneri", Renda, Rendas pag., Kuldīgas nov., LV-3319
Pašvaldības iestāde;Turlavas pagasta pārvalde;"Gundegas 1", Turlava, Turlavas pag., Kuldīgas nov., LV-3329
Pašvaldības iestāde;Vārmes pagasta pārvalde;"Avotiņi", Vārme, Vārmes pag., Kuldīgas nov., LV-3333
Pašvaldības iestāde;Kabiles pagasta pārvalde;"Spārītes", Kabile, Kabiles pag., Kuldīgas nov., LV-3314
Pašvaldības iestāde;Padures pagasta pārvalde;"Arāji", Padure, Padures pag., Kuldīgas nov., LV-3321
Pašvaldības iestāde;Snēpeles pagasta pārvalde;"Pagastmāja", Snēpele, Snēpeles pag., Kuldīgas nov., LV-3328
Pašvaldības iestāde;Kuldīgas novada Bērnu un jauniešu centrs;1905. gada iela 10, Kuldīga, Kuldīgas nov., LV-3301
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Salaspils VPVKAC;Līvzemes iela 8, Salaspils, Salaspils nov., LV-2169
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Ķeguma VPVKAC;Lāčplēša iela 1, Ķegums, Ķeguma nov., LV-5020
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Mālpils VPVKAC;Nākotnes iela 1, Mālpils, Mālpils nov., LV-2152
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Nautrēnu VPVKAC;"Pagastmāja", Rogovka, Nautrēnu pag., Rēzeknes nov., LV-4652
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Carnikavas VPVKAC;Stacijas iela 5, Carnikava, Carnikavas nov., LV-2163
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Rojas VPVKAC;Zvejnieku iela 3, Roja, Rojas nov., LV-3264
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Mērsraga VPVKAC;Zvejnieku iela 2, Mērsrags, Mērsraga nov., LV-3284
Valsts iestāde;Nodarbinātības valsts aģentūras Limbažu filiāle;Vecā Sārmes iela 10, Limbaži, Limbažu nov., LV-4001
Valsts iestāde;Nodarbinātības valsts aģentūras Rīgas reģionālā filiāle;Jēzusbaznīcas iela 11, Rīga, LV-1050
Valsts iestāde;Zemgales plānošanas reģions;Katoļu iela 2B, Jelgava, LV-3001
Valsts iestāde;Rīgas plānošanas reģions;Zigfrīda Annas Meierovica bulvāris 18, Rīga, LV-1050
Valsts iestāde;Latgales plānošanas reģions;Saules iela 15, Daugavpils, LV-5401
Valsts iestāde;Nodarbinātības valsts aģentūras Liepājas filiāle / Valsts sociālās apdrošināšanas aģentūras Liepājas KAC / Valsts probācijas dienesta Kurzemes reģiona teritoriālā struktūrvienība;Graudu iela 50, Liepāja, LV-3401
Valsts iestāde;Nodarbinātības valsts aģentūras Madonas filiāle;Upes iela 3, Madona, Madonas nov., LV-4801
Valsts iestāde;Nodarbinātības valsts aģentūras Bauskas filiāle;Rātslaukums 4, Bauska, Bauskas nov., LV-3901
Valsts iestāde;Nodarbinātības valsts aģentūras Jūrmalas filiāle;Viestura iela 6, Jūrmala, LV-2010
Valsts iestāde;Nodarbinātības valsts aģentūras Saldus filiāle;Avotu iela 12, Saldus, Saldus nov., LV-3801
Valsts iestāde;Nodarbinātības valsts aģentūras Kandavas filiāle;"Zemītes pils", Zemīte, Zemītes pag., Kandavas nov., LV-3135
Valsts iestāde;Nodarbinātības valsts aģentūras Jēkabpils filiāle;Jaunā iela 79E, Jēkabpils, LV-5201
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Cēsu nodaļa;Jāņa Poruka iela 8, Cēsis, Cēsu nov., LV-4101
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Gulbenes nodaļa;Ūdensvada iela 2A, Gulbene, Gulbenes nov., LV-4401
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Balvu nodaļa;Partizānu iela 21B, Balvi, Balvu nov., LV-4501
Valsts iestāde;Nodarbinātības valsts aģentūras Siguldas filiāle;Dārza iela 2A, Sigulda, Siguldas nov., LV-2150
Valsts iestāde;Nodarbinātības valsts aģentūras Cēsu filiāle / Valsts probācijas dienesta Vidzemes reģiona teritoriālās struktūrvienības Cēsu nodaļa;Pļavas iela 3A, Cēsis, Cēsu nov., LV-4101
Valsts iestāde;Nodarbinātības valsts aģentūras Aizkraukles filiāle;Lāčplēša iela 1, Aizkraukle, Aizkraukles nov., LV-5101
Valsts iestāde;Nodarbinātības valsts aģentūras Ogres filiāle;Rīgas iela 14, Ogre, Ogres nov., LV-5001
Valsts iestāde;Nodarbinātības valsts aģentūras Kuldīgas filiāle;Pilsētas laukums 4A, Kuldīga, Kuldīgas nov., LV-3301
Valsts iestāde;Nodarbinātības valsts aģentūras Ventspils filiāle / Valsts sociālās apdrošināšanas aģentūras Ventspils KAC;Lakstīgalu iela 1, Ventspils, LV-3601
Valsts iestāde;Rīgas rajona tiesas zemesgrāmata;Ieriķu iela 5, Rīga, LV-1084
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Dobeles nodaļa;Uzvaras iela 4, Dobele, Dobeles nov., LV-3701
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Alūksnes nodaļa;Uzvaras iela 1, Alūksne, Alūksnes nov., LV-4301
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Valkas nodaļa;Rīgas iela 24, Valka, Valkas nov., LV-4701
Valsts iestāde;Nodarbinātības valsts aģentūras Alūksnes filiāle;Helēnas iela 52, Alūksne, Alūksnes nov., LV-4301
Valsts iestāde;Nodarbinātības valsts aģentūras Daugavpils filiāle;Varšavas iela 18, Daugavpils, LV-5404
Valsts iestāde;Valsts sociālās apdrošināšanas aģentūras Latgales nodaļa;Fridriķa iela 9, Rīga, LV-1019
Valsts iestāde;Valsts sociālās apdrošināšanas aģentūras Zemgales nodaļa;Mārupes iela 1, Rīga, LV-1002
Valsts iestāde;Valsts sociālās apdrošināšanas aģentūras Vidzemes nodaļa;Raunas iela 64, Rīga, LV-1039
Valsts iestāde;Valsts ieņēmumu dienests / Valsts sociālās apdrošināšanas aģentūras Kurzemes nodaļa / Valsts vienotais klientu apkalpošanas centrs Rīgā;Talejas iela 1, Rīga, LV-1026
Valsts iestāde;Valsts sociālās apdrošināšanas aģentūras Daugavpils KAC;Ģimnāzijas iela 10, Daugavpils, LV-5401
Valsts iestāde;Valsts sociālās apdrošināšanas aģentūras Jēkabpils KAC;Rīgas iela 152, Jēkabpils, LV-5202
Valsts iestāde;Valsts sociālās apdrošināšanas aģentūras Rēzeknes KAC;Viļānu iela 8, Rēzekne, LV-4601
Valsts iestāde;Valsts sociālās apdrošināšanas aģentūras Madonas KAC;Raiņa iela 3, Madona, Madonas nov., LV-4801
Valsts iestāde;Pilsonības un migrācijas lietu pārvaldes Madonas nodaļa;Rīgas iela 2, Madona, Madonas nov., LV-4801
Valsts iestāde;Nodarbinātības valsts aģentūras Balvu filiāle;Bērzpils iela 2A, Balvi, Balvu nov., LV-4501
Valsts iestāde;Nodarbinātības valsts aģentūras Ludzas filiāle;Stacijas iela 44, Ludza, Ludzas nov., LV-5701
Valsts iestāde;Nodarbinātības valsts aģentūras Preiļu filiāle;Raiņa bulvāris 19, Preiļi, Preiļu nov., LV-5301
Valsts iestāde;Nodarbinātības valsts aģentūras Krāslavas filiāle;Grāfu Plāteru iela 9, Krāslava, Krāslavas nov., LV-5601
Valsts iestāde;Uzņēmumu reģistra Rīgas reģionālā nodaļa;Pērses iela 2, Rīga, LV-1011 (apkalpošana klātienē nenotiek!)
Valsts iestāde;Valsts sociālās apdrošināšanas aģentūras Gulbenes KAC;Ozolu iela 2A, Gulbene, Gulbenes nov., LV-4401
Valsts iestāde;Valsts sociālās apdrošināšanas aģentūras Balvu KAC;Partizānu iela 14, Balvi, Balvu nov., LV-4501
Valsts iestāde;Valsts sociālās apdrošināšanas aģentūras Limbažu KAC;Rīgas iela 16, Limbaži, Limbažu nov., LV-4001
Valsts iestāde;Uzņēmumu reģistra Rēzeknes reģionālā nodaļa;Atbrīvošanas aleja 81, Rēzekne, LV-4601 (apkalpošana klātienē nenotiek!)
Valsts iestāde;Uzņēmumu reģistra Daugavpils nodaļa;Alejas iela 68, Daugavpils, LV-5401 (apkalpošana klātienē nenotiek!)
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Brocēnu VPVKAC;Lielcieceres iela 3, Brocēni, Brocēnu nov., LV-3851
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Pāvilostas VPVKAC;Dzintaru iela 73, Pāvilosta, Pāvilostas nov., LV-3466
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Grobiņas VPVKAC;Lielā iela 76, Grobiņa, Grobiņas nov., LV-3430
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Nīcas VPVKAC;Bārtas iela 6, Nīca, Nīcas pag., Nīcas nov., LV-3473
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Skrundas VPVKAC;Raiņa iela 11, Skrunda, Skrundas nov., LV-3326
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Rucavas VPVKAC;"Pagastmāja", Rucava, Rucavas pag., Rucavas nov., LV-3477
Pašvaldības iestāde;Auces novada bāriņtiesa / Auces novada Sociālais dienests;Raiņa iela 12, Auce, Auces nov., LV-3708
Pašvaldības iestāde;Auces novada Pieaugušo izglītības un informācijas centrs;Jelgavas iela 1A, Auce, Auces nov., LV-3708
Pašvaldības iestāde;Alojas novada bāriņtiesa;Limbažu iela 8, Aloja, Alojas nov., LV-4064
Pašvaldības iestāde;Alojas novada Sociālais dienests;Rīgas iela 4, Aloja, Alojas nov., LV-4064
Pašvaldības iestāde;Liepas pagasta pārvalde / Priekuļu novada Sociālais dienests;Rūpnīcas iela 18, Liepa, Liepas pag., Priekuļu nov., LV-4128
Pašvaldības iestāde;Priekuļu novada pašvaldība / Priekuļu novada Sociālais dienests;Cēsu prospekts 5, Priekuļi, Priekuļu pag., Priekuļu nov., LV-4126
Pašvaldības iestāde;Pašvaldības SIA "Ventspils siltums";Talsu iela 84, Ventspils, LV-3602
Pašvaldības iestāde;Ventspils pilsētas bāriņtiesa;Sarkanmuižas dambis 5, Ventspils, LV-3601
Pašvaldības iestāde;Ventspils pilsētas dome;Jūras iela 36, Ventspils, LV-3601
Pašvaldības iestāde;Ventspils pilsētas pašvaldības iestāde "Komunālā pārvalde";Užavas iela 8, Ventspils, LV-3601
Pašvaldības iestāde;Ventspils izglītības pārvalde / Ventspils pilsētas Sociālais dienests;Raiņa iela 10, Ventspils, LV-3601
Pašvaldības iestāde;Ventspils Digitālais centrs;Akmeņu iela 3, Ventspils, LV-3601
Pašvaldības iestāde;SIA "Ziemeļkurzemes reģionālā slimnīca";Inženieru iela 60, Ventspils, LV-3601
Pašvaldības iestāde;Rīgas domes Izglītības, kultūras un sporta departaments;Krišjāņa Valdemāra iela 5, Rīga, LV-1010
Pašvaldības iestāde;Olaines Pieaugušo izglītības centrs;Zemgales iela 31, Olaine, Olaines nov., LV-2114
Pašvaldības iestāde;Krišjāņu tautas nams;Jaunatnes iela 2, Krišjāņi, Krišjāņu pag., Balvu nov., LV-4574
Pašvaldības iestāde;Tilžas kultūras nams;Brīvības iela 5, Tilža, Tilžas pag., Balvu nov., LV-4572
Pašvaldības iestāde;Lazdulejas pagasta Saieta nams;"Administratīvā ēka", Egļuciems, Lazdulejas pag., Balvu nov., LV-4592
Pašvaldības iestāde;Briežuciema pagasta Tautas nams;"Briežuciems", Grūšļeva, Briežuciema pag., Balvu nov., LV-4595
Pašvaldības iestāde;Bērzpils pagasta Saieta nams;Dārza iela 25A, Bērzpils, Bērzpils pag., Balvu nov., LV-4576
Pašvaldības iestāde;Kubulu pagasta Kultūras nams;Balvu iela 15, Kubuli, Kubulu pag., Balvu nov., LV-4566
Pašvaldības iestāde;Balvu Kultūras un atpūtas centrs;Brīvības iela 61, Balvi, Balvu nov., LV-4501
Pašvaldības iestāde;Bērzkalnes pagasta Saieta nams;Ūdru iela 1, Bērzkalne, Bērzkalnes pag., Balvu nov., LV-4590
Pašvaldības iestāde;Balvu novada bāriņtiesa;Raiņa iela 52, Balvi, Balvu nov., LV-4501
Izglītības iestāde;Auces novada pirmsskolas izglītības iestāde "Pīlādzītis";Ausmas iela 5, Auce, Auces nov., LV-3708
Izglītības iestāde;Liepas pamatskola;Rūpnīcas iela 12, Liepa, Liepas pag., Priekuļu nov., LV-4128
Izglītības iestāde;Priekuļu vidusskola;Cēsu prospekts 46, Priekuļi, Priekuļu pag., Priekuļu nov., LV-4126
Izglītības iestāde;Friča Brīvzemnieka pamatskola;Zeļļu iela 4, Rīga, LV-1002
Izglītības iestāde;Itas Kozakēvičas Poļu vidusskola;Nīcgales iela 15, Rīga, LV-1035
Izglītības iestāde;Valmieras 2. vidusskola;Raiņa iela 11, Valmiera, LV-4201
Izglītības iestāde;Rīgas 71. vidusskola;Grīvas iela 26, Rīga, LV-1055
Izglītības iestāde;Rīgas 66. speciālā vidusskola;Katrīnas iela 4, Rīga, LV-1045
Izglītības iestāde;Jaunsilavas pamatskola;Jaunsilavas iela 1, Jaunsilavas, Turku pag., Līvānu nov., LV-5316
Izglītības iestāde;Jaunogres vidusskola;Mālkalnes prospekts 43, Ogre, Ogres nov., LV-5001
Bibliotēka;Alojas novada uzņēmējdarbības atbalsta centrs - bibliotēka "SALA";Liepu iela 3, Ungurpils, Alojas pag., Alojas nov., LV-4064
Bibliotēka;Mārsnēnu pagasta bibliotēka;"Pagastnams", Mārsnēni, Mārsnēnu pag., Priekuļu nov., LV-4129
Bibliotēka;Ventspils bibliotēka;Akmeņu iela 2, Ventspils, LV-3601
Bibliotēka;Vecsalienas pagasta bibliotēka;"Červonkas pils", Červonka, Vecsalienas pag., Daugavpils nov., LV-5465
Bibliotēka;Nīcgales pagasta tautas bibliotēka;Daugavas iela 4, Nīcgale, Nīcgales pag., Daugavpils nov., LV-5463
Bibliotēka;Ambeļu pagasta bibliotēka;Parka iela 3, Ambeļi, Ambeļu pag., Daugavpils nov., LV-5438
Bibliotēka;Latvijas Neredzīgo bibliotēkas Daugavpils filiālbibliotēka;Čiekuru iela 5, Daugavpils, LV-5413
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Zilupes VPVKAC;Raiņa iela 13, Zilupe, Zilupes nov., LV-5751
Valsts un pašvaldības vienotais klientu apkalpošanas centrs (VPVKAC);Dagdas VPVKAC;Alejas iela 4, Dagda, Dagdas nov., LV-5674
Pašvaldības iestāde;Ludzas novada pašvaldība;Raiņa iela 16, Ludza, Ludzas nov., LV-5701
Pašvaldības iestāde;Ciblas novada Bāriņtiesa / Ciblas novada Sociālais dienests;"Domes nams", Blonti, Blontu pag., Ciblas nov., LV-5706
Pašvaldības iestāde;Kārsavas novada dome / Kārsavas novada Dzimtsarakstu nodaļa / Sociālais dienests / Bāriņtiesa;Vienības iela 53, Kārsava, Kārsavas nov., LV-5717
Pašvaldības iestāde;Rojas novada sociālais dienests;Celtnieku iela 6, Roja, Rojas nov., LV-3264
Pašvaldības iestāde;Rojas Tūrisma informācijas centrs;Selgas iela 14B, Roja, Rojas nov., LV-3264
Pašvaldības iestāde;Rojas novada pašvaldības policija;Zvejnieku iela 5, Roja, Rojas nov., LV-3264
Pašvaldības iestāde;Usmas pagasta pārvalde;"Auseklīši", Usma, Usmas pag., Ventspils nov., LV-3619
Pašvaldības iestāde;Užavas pagasta pārvalde;"Avoti", Užava, Užavas pag., Ventspils nov., LV-3627
Pašvaldības iestāde;Vārves pagasta pārvalde;Skolas iela 1, Ventava, Vārves pag., Ventspils nov., LV-3623
Pašvaldības iestāde;Puzes pagasta pārvalde;"Valde", Blāzma, Puzes pag., Ventspils nov., LV-3613
Pašvaldības iestāde;Jaunjelgavas novada dome;Lāčplēša iela 11, Jaunjelgava, Jaunjelgavas nov., LV-5134
Pašvaldības iestāde;Svariņu pagasta pārvalde;Skolas iela 5, Svarinci, Svariņu pag., Dagdas nov., LV-5698
Pašvaldības iestāde;Ezernieku pagasta pārvalde;"Pagastmājas", Ezernieki, Ezernieku pag., Dagdas nov., LV-5692
Pašvaldības iestāde;Asūnes pagasta pārvalde;Dārza iela 1, Asūne, Asūnes pag., Dagdas nov., LV-5676
Pašvaldības iestāde;Šķaunes pagasta pārvalde;"Tautas nams", Šķaune, Šķaunes pag., Dagdas nov., LV-5695
Pašvaldības iestāde;Bauskas novada administrācija;Uzvaras iela 1, Bauska, Bauskas nov., LV-3901
Pašvaldības iestāde;SIA "Īslīces ūdens";"Rītausmas", Rītausmas, Īslīces pag., Bauskas nov., LV-3901
Pašvaldības iestāde;Pāvilostas novada pašvaldība;Dzintaru iela 73, Pāvilosta, Pāvilostas nov., LV-3466
Valsts iestāde;Valsts valodas centrs / Iepirkumu uzraudzības birojs;Eksporta iela 6, Rīga, LV-1010
Pašvaldības iestāde;Stopiņu novada dome;Institūta iela 1A, Ulbroka, Stopiņu nov., LV-2130
Pašvaldības iestāde;Vīksnas Tautas nams;"Mieriņi", Vīksna, Vīksnas pag., Balvu nov., LV-4580
Izglītības iestāde;Rīgas Lietuviešu vidusskola;Bultu iela 5, Rīga, LV-1057
Izglītības iestāde;Rojas vidusskola;Zvejnieku iela 7, Roja, Rojas nov., LV-3264
Izglītības iestāde;Brīvā laika pavadīšanas un jauniešu centrs "Strops";Strauta iela 8, Roja, Rojas nov., LV-3264
Izglītības iestāde;Pirmsskolas izglītības iestāde "Zīļuks";Grīzupes iela 29, Liepāja, LV-3414
Izglītības iestāde;Ventspils Tehnikums;Saules iela 15, Ventspils, LV-3601
Izglītības iestāde;Grāmatvedības un finanšu koledža;Lomonosova iela 4, Rīga, LV-1003
Izglītības iestāde;Daugavpils Krievu vidusskola - licejs;Tautas iela 59, Daugavpils, LV-5404
Izglītības iestāde;Rojas mūzikas un mākslas skola;Strauta iela 2, Roja, Rojas nov., LV-3264
Izglītības iestāde;Ogres tehnikums;"Ogres meža tehnikums", Aizupes, Tīnūžu pag., Ikšķiles nov., LV-5001
Izglītības iestāde;Līvānu 2. vidusskola;Rīgas iela 113/117, Līvāni, Līvānu nov., LV-5316
Izglītības iestāde;Malnavas koledža;Kļavu iela 17, Malnava, Malnavas pag., Kārsavas nov., LV-5750
Izglītības iestāde;Rīgas Celtniecības koledža;Gaiziņa iela 3, Rīga, LV-1050
Izglītības iestāde;Alberta koledža;Skolas iela 22, Rīga, LV-1010
Bibliotēka;Jelgavas Pārlielupes bibliotēka;Loka maģistrāle 18, Jelgava, LV-3004
Valsts iestāde;Lauku atbalsta dienesta Zemgales KAC;Dobeles iela 41A, Jelgava, LV-3001
Valsts iestāde;Lauku atbalsta dienesta Lielrīgas KAC;Brīvības iela 48, Rīga, LV-1011
Valsts iestāde;Latvijas Valsts radio un televīzijas centrs;Ērgļu iela 14, Rīga, LV-1012
Valsts iestāde;Zemkopības ministrija / Lauku atbalsta dienests / Lauksaimniecības datu centrs;Republikas laukums 2, Rīga, LV-1010
Valsts iestāde;Pārtikas un veterinārā dienesta Rīgas pārvalde;Lubānas iela 49, Rīga, LV-1073
Valsts iestāde;Pārtikas un veterinārā dienesta Dienvidzemgales pārvalde;Kristapa Helmaņa iela 10, Jelgava, LV-3004
Valsts iestāde;Pārtikas un veterinārā dienesta Rietumpierīgas pārvalde;"Krīvi", Tumes pag., Tukuma nov., LV-3139
Valsts iestāde;Pārtikas un veterinārais dienests;Peldu iela 30, Rīga, LV-1050
Valsts iestāde;Patentu valde;Citadeles iela 7, Rīga, LV-1010
Valsts iestāde;Rīgas pilsētas Latgales priekšpilsētas tiesa;Lomonosova iela 10, Rīga, LV-1019
Valsts iestāde;Administratīvā rajona tiesa Valmieras tiesu nams;Voldemāra Baloža iela 13A, Valmiera, LV-4201
Valsts iestāde;Vidzemes rajona tiesa (Valkā);Rīgas iela 2, Valka, Valkas nov., LV-4701
Valsts iestāde;Vidzemes apgabaltiesa;Tērbatas iela 13, Valmiera, LV-4201
Valsts iestāde;Vidzemes rajona tiesa (Madonā);Avotu iela 8, Madona, Madonas nov., LV-4801
Valsts iestāde;Vidzemes rajona tiesa (Gulbenē);Ābeļu iela 6, Gulbene, Gulbenes nov., LV-4401
Valsts iestāde;Vidzemes rajona tiesa (Alūksnē);Rūpniecības iela 8, Alūksne, Alūksnes nov., LV-4301
Valsts iestāde;Veselības inspekcija;Klijānu iela 7, Rīga, LV-1012
Valsts iestāde;Valsts meža dienests;13. janvāra iela 15, Rīga, LV-1050
Valsts iestāde;Valsts probācijas dienests / Valsts probācijas dienesta Rīgas Austrumu reģiona teritoriālā struktūrvienība;Lomonosova iela 9, Rīga, LV-1019
