id,Stop_name,Stop_code,Common_code,Latitude,Longitude,Road_side,Road_number,Street,County,Parish,Village
"187,""Avoti"",""14000"",""2897"",""56.5595081"",""23.6558355"",""Labā"",""V1056"","""",""Jelgavas novads"",""Svētes pagasts"","""""
"188,""Avoti"",""14001"",""2897"",""56.5601220"",""23.6565514"",""Kreisā"",""V1056"","""",""Jelgavas novads"",""Svētes pagasts"",""Svēte"""
"189,""Avotiņi"",""8451"",""183"",""56.5777150"",""23.3591197"",""Labā"",""V1098"","""",""Dobeles novads"",""Krimūnu pagasts"","""""
"190,""Avotiņi"",""8449"",""183"",""56.5786584"",""23.3574199"",""Kreisā"",""V1098"","""",""Dobeles novads"",""Krimūnu pagasts"","""""
"191,""Avotiņi"",""8427"",""181"",""56.4945236"",""23.5505712"",""Kreisā"",""V1098"","""",""Jelgavas novads"",""Zaļenieku pagasts"","""""
"192,""Sporta iela"",""15355"",""7673"",""56.7525593"",""24.7843420"",""Labā"","""",""Lielvārdes iela"",""Ķeguma novads"",""Rembates pagasts"",""Rembate"""
"197,""Katlakalna tautas nams"",""15360"",""5622"",""56.8755051"",""24.1792433"",""Kreisā"","""",""Pļavniekkalna iela"",""Ķekavas novads"",""Ķekavas pagasts"",""Katlakalns"""
"198,""Katlakalna tautas nams"",""15361"",""5622"",""56.8755873"",""24.1787122"",""Labā"","""",""Pļavniekkalna iela"",""Ķekavas novads"",""Ķekavas pagasts"",""Katlakalns"""
"199,""Tirdzniecības centrs"",""15362"",""5641"",""57.8581284"",""24.3568300"",""Kreisā"","""",""Valdemāra iela"",""Salacgrīvas novads"",""Ainažu pilsēta"",""Ainaži"""
"200,""Tirdzniecības centrs"",""15363"",""5641"",""57.8585430"",""24.3570757"",""Labā"","""",""Valdemāra iela"",""Salacgrīvas novads"",""Ainažu pilsēta"",""Ainaži"""
"201,""Brīvības laukums"",""15364"",""5646"",""56.9655362"",""23.1571239"",""Kreisā"","""",""Brīvības laukums"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"202,""Durbes iela"",""15365"",""7354"",""56.9681556"",""23.1862214"",""Kreisā"","""",""Durbes iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"203,""Durbes iela"",""15366"",""7354"",""56.9682934"",""23.1857861"",""Labā"","""",""Durbes iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"204,""Jāņu iela"",""15367"",""5651"",""56.9712148"",""23.1538949"",""Labā"","""",""Kurzemes iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"205,""Spāru iela"",""15368"",""5652"",""56.9687484"",""23.1852832"",""Kreisā"","""",""L. Dzelzceļa iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"206,""Revolūcijas iela"",""15369"",""5654"",""56.9683939"",""23.1395611"",""Labā"","""",""Revolūcijas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"208,""Talsu iela"",""15371"",""5660"",""56.9659666"",""23.1402267"",""Kreisā"","""",""Talsu iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"209,""Tehnikas iela"",""15372"",""5684"",""56.9518426"",""23.1251278"",""Labā"","""",""Tehnikas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"210,""Tehnikas iela"",""15373"",""5684"",""56.9521580"",""23.1252175"",""Kreisā"","""",""Tehnikas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"211,""Tirgus iela"",""15374"",""5686"",""56.9641704"",""23.1300539"",""Kreisā"","""",""Tirgus iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"212,""Tirgus iela"",""15375"",""5686"",""56.9642471"",""23.1303584"",""Labā"","""",""Tirgus iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"213,""Veļķu iela"",""15376"",""5696"",""56.9661679"",""23.1232705"",""Labā"","""",""Veļķu iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"214,""Veļķu iela"",""15377"",""5696"",""56.9662641"",""23.1233173"",""Kreisā"","""",""Veļķu iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"215,""Ziemeļu iela"",""15378"",""5702"",""57.3861728"",""24.4116447"",""Labā"","""",""Sidrabiņi-Sēklīši"",""Limbažu novads"",""Skultes pagasts"",""Vārzas"""
"216,""Cēsu iela"",""15379"",""5708"",""57.5139591"",""24.7160616"",""Kreisā"","""",""Cēsu iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"217,""Ciema iela"",""15380"",""5722"",""57.5195387"",""24.7172157"",""Kreisā"","""",""Ciema iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"218,""Ciema iela"",""15381"",""5722"",""57.5197574"",""24.7171441"",""Labā"","""",""Ciema iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"219,""Dailes iela"",""15382"",""5724"",""57.5142958"",""24.7159388"",""Kreisā"","""",""Dailes iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"220,""Sporta iela"",""15383"",""5740"",""57.5080420"",""24.7113842"",""Kreisā"","""",""Sporta iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"221,""Sporta iela"",""15384"",""5740"",""57.5090260"",""24.7095091"",""Labā"","""",""Sporta iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"222,""Uzvaras iela"",""15385"",""5745"",""56.7772929"",""24.6486079"",""Kreisā"","""",""Uzvaras iela"",""Ogres novads"",""Ogresgala pagasts"",""Ciemupe"""
"223,""Vizbuļu iela"",""15386"",""5747"",""56.7986172"",""24.6339242"",""Kreisā"","""",""Lazdu gatve"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"224,""Jaunzemju iela"",""15387"",""5748"",""56.8592470"",""24.3723210"",""Kreisā"","""",""Dienvidu iela"",""Salaspils novads"",""Salaspils pilsēta"",""Salaspils"""
"225,""Jaunzemju iela"",""15388"",""5748"",""56.8593470"",""24.3714620"",""Labā"","""",""Dienvidu iela"",""Salaspils novads"",""Salaspils pilsēta"",""Salaspils"""
"226,""Atoms"",""15389"",""5749"",""56.8602120"",""24.3660740"",""Kreisā"","""",""Dienvidu iela"",""Salaspils novads"",""Salaspils pilsēta"",""Salaspils"""
"227,""Atoms"",""15390"",""5749"",""56.8604650"",""24.3651630"",""Labā"","""",""Dienvidu iela"",""Salaspils novads"",""Salaspils pilsēta"",""Salaspils"""
"229,""Ābeļu iela"",""15392"",""5753"",""56.8565530"",""24.3546889"",""Labā"","""",""Ābeļu iela"",""Salaspils novads"",""Salaspils pilsēta"",""Salaspils"""
"230,""Ābeļu iela"",""15393"",""5753"",""56.8565668"",""24.3552381"",""Kreisā"","""",""Gaismas iela"",""Salaspils novads"",""Salaspils pilsēta"",""Salaspils"""
"231,""b/n"",""15394"","""",""56.8692421"",""24.3498358"",""Labā"","""",""Meža iela"",""Salaspils novads"",""Salaspils pilsēta"",""Salaspils"""
"232,""Reaktors"",""15395"",""7366"",""56.8684190"",""24.3853683"",""Labā"","""",""Miera iela"",""Salaspils novads"",""Salaspils pilsēta"",""Salaspils"""
"233,""Pamatskola"",""15396"",""5758"",""56.8558904"",""24.3351568"",""Labā"","""",""Zinību iela"",""Salaspils novads"",""Salaspils pilsēta"",""Salaspils"""
"237,""PII Zeltrīti"",""15400"",""5769"",""56.8899591"",""24.0506797"",""Labā"","""",""Vecozolu iela"",""Mārupes novads"","""",""Tīraine"""
"238,""Oškalnu darbnīca"",""15401"",""5611"",""56.9156465"",""24.6079940"",""Kreisā"","""","""",""Ropažu novads"","""",""Kākciems"""
"239,""Oškalnu darbnīca"",""15402"",""5611"",""56.9159426"",""24.6088042"",""Labā"","""","""",""Ropažu novads"","""",""Kākciems"""
"240,""Pils iela"",""15403"",""5776"",""57.1577144"",""24.8519416"",""Kreisā"","""",""Pils iela"",""Siguldas novads"",""Siguldas pilsēta"",""Sigulda"""
"241,""Pils iela"",""15404"",""5776"",""57.1576341"",""24.8517184"",""Labā"","""",""Pils iela"",""Siguldas novads"",""Siguldas pilsēta"",""Sigulda"""
"242,""Attekas iela"",""15405"",""5790"",""57.0730740"",""24.3326200"",""Labā"","""",""Attekas iela"",""Ādažu novads"","""",""Ādaži"""
"250,""Rembates parks"",""14418"",""3711"",""56.7184704"",""24.7983233"",""Labā"",""A6"","""",""Lielvārdes novads"",""Lielvārdes pilsēta"",""Lielvārde"""
"251,""Rembates parks"",""14419"",""3711"",""56.7186281"",""24.7965737"",""Kreisā"",""A6"","""",""Lielvārdes novads"",""Lielvārdes pilsēta"",""Lielvārde"""
"252,""Laivu iela"",""14420"",""759"",""56.7215918"",""24.7795971"",""Labā"",""A6"","""",""Lielvārdes novads"",""Lielvārdes pilsēta"",""Lielvārde"""
"253,""Laivu iela"",""14421"",""759"",""56.7218708"",""24.7780058"",""Kreisā"",""A6"","""",""Lielvārdes novads"",""Lielvārdes pilsēta"",""Lielvārde"""
"254,""b/n"",""14654"",""3975"",""56.9549457"",""23.0859618"",""Kreisā"",""A10"","""",""Tukuma novads"",""Tumes pagasts"","""""
"255,""b/n"",""14655"",""3975"",""56.9555882"",""23.0847415"",""Labā"",""A10"","""",""Tukuma novads"",""Tumes pagasts"","""""
"256,""Doles sala"",""14156"",""3254"",""56.8499411"",""24.2632939"",""Kreisā"",""V26"","""",""Salaspils novads"",""Salaspils pagasts"","""""
"257,""Doles sala"",""14157"",""3254"",""56.8500620"",""24.2615000"",""Labā"",""V26"","""",""Salaspils novads"",""Salaspils pagasts"","""""
"258,""DIS Gaujmala"",""15413"",""6182"",""57.1266089"",""24.3129746"",""Labā"","""",""Dzirnupes iela"",""Ādažu novads"","""",""Siguļi"""
"259,""Aprūpes centrs Vidzeme"",""15414"",""7454"",""56.9831006"",""24.6264823"",""Kreisā"",""V75"","""",""Ropažu novads"","""","""""
"264,""Kalnkauguri"",""14741"",""4092"",""57.5858258"",""24.5980814"",""Kreisā"",""V140"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"265,""Kalnkauguri"",""14742"",""4092"",""57.5864081"",""24.5986819"",""Labā"",""V140"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"266,""Skola"",""14743"",""4094"",""57.6114776"",""24.5956599"",""Kreisā"",""V141"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"267,""Skola"",""14744"",""4094"",""57.6116483"",""24.5951868"",""Labā"",""V141"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"268,""Pietes"",""14745"",""4095"",""57.6645562"",""24.4961221"",""Kreisā"",""V142"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"269,""Pietes"",""14746"",""4095"",""57.6657142"",""24.4952741"",""Labā"",""V142"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"278,""Krūmiņi"",""13426"",""1789"",""56.7629398"",""24.9278289"",""Kreisā"",""V971"","""",""Lielvārdes novads"",""Lēdmanes pagasts"","""""
"279,""Pilskalna iela"",""14226"",""3376"",""56.9706980"",""23.1357340"",""Kreisā"",""V1442"",""Talsu iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"280,""Kandavas iela"",""14227"",""3377"",""56.9625756"",""23.1108041"",""Labā"",""V1443"",""Kandavas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"281,""Kandavas iela"",""14228"",""3377"",""56.9626755"",""23.1105317"",""Kreisā"",""V1443"",""Kandavas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"282,""b/n"",""14162"",""3259"",""56.7522580"",""22.9332281"",""Kreisā"",""V1458"","""",""Jaunpils novads"",""Jaunpils pagasts"","""""
"283,""b/n"",""14163"",""3259"",""56.7525793"",""22.9316541"",""Labā"",""V1458"","""",""Jaunpils novads"",""Jaunpils pagasts"","""""
"292,""Ledus halle"",""13857"",""2714"",""56.8251459"",""24.5987872"",""Labā"",""P5"","""",""Ikšķiles novads"",""Tīnūžu pagasts"",""Aizupes"""
"293,""Ledus halle"",""13858"",""2714"",""56.8256221"",""24.5987677"",""Kreisā"",""P5"","""",""Ikšķiles novads"",""Tīnūžu pagasts"",""Aizupes"""
"294,""b/n"",""15303"",""271"",""56.8002354"",""24.8613758"",""Kreisā"",""P8"","""",""Ķeguma novads"",""Rembates pagasts"","""""
"295,""b/n"",""15304"",""271"",""56.8004089"",""24.8604122"",""Labā"",""P8"","""",""Ķeguma novads"",""Rembates pagasts"","""""
"296,""Rudzīši"",""14515"",""3835"",""57.5123799"",""24.7545086"",""Kreisā"","""",""Cēsu iela"",""Limbažu novads"",""Limbažu pilsēta"","""""
"297,""Rudzīši"",""14516"",""3835"",""57.5123934"",""24.7533740"",""Labā"","""",""Cēsu iela"",""Limbažu novads"",""Limbažu pilsēta"","""""
"298,""Mehanizācijas iela"",""14848"",""4389"",""57.5122908"",""24.7314317"",""Kreisā"",""P11"",""Cēsu iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"299,""Mehanizācijas iela"",""14849"",""4389"",""57.5123697"",""24.7315571"",""Labā"",""P11"",""Cēsu iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"300,""Ozolaines iela"",""14850"",""4391"",""57.5127360"",""24.6908136"",""Kreisā"",""P12"","""",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"301,""Stacijas iela"",""14851"",""4393"",""57.5227213"",""24.7304544"",""Kreisā"",""P13"",""Stacijas iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"302,""Stacijas iela"",""14852"",""4393"",""57.5231935"",""24.7311557"",""Labā"",""P13"",""Stacijas iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"303,""b/n"",""14229"",""3378"",""56.9527891"",""23.1819410"",""Kreisā"",""P98"",""Jelgavas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"304,""b/n"",""14255"",""3430"",""57.0319577"",""22.7895105"",""Labā"",""P109"",""Zemītes iela"",""Kandavas novads"",""Kandavas pilsēta"",""Kandava"""
"305,""b/n"",""14256"",""3433"",""57.0422953"",""22.7851113"",""Labā"",""P130"","""",""Kandavas novads"",""Kandavas pilsēta"","""""
"306,""Spartaka iela"",""14230"",""231"",""56.9723731"",""23.1567986"",""Kreisā"",""P131"",""Raudas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"307,""b/n1"",""15417"",""5830"",""56.9714802"",""23.1503056"",""Kreisā"","""",""Kurzemes iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"308,""Pūpolu iela"",""15418"",""5836"",""56.9702514"",""23.1903895"",""Kreisā"","""",""L. Dzelzceļa iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"309,""Pūpolu iela"",""15419"",""5836"",""56.9704109"",""23.1906459"",""Labā"","""",""L. Dzelzceļa iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"310,""Taisnā iela"",""15420"",""5840"",""56.9544409"",""23.1243932"",""Kreisā"","""",""Tehnikas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"311,""Taisnā iela"",""15421"",""5840"",""56.9546230"",""23.1240995"",""Labā"","""",""Tehnikas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"312,""Tūjas iela"",""15422"",""5842"",""57.3753570"",""24.4082923"",""Kreisā"","""",""Tūjas iela"",""Limbažu novads"",""Skultes pagasts"",""Vārzas"""
"313,""Irbes iela"",""15423"",""651"",""57.5230643"",""24.7176515"",""Labā"","""",""Ciema iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"314,""Robežu iela"",""15424"",""5843"",""57.5240874"",""24.7180075"",""Kreisā"","""",""Ciema iela"",""Limbažu novads"",""Limbažu pilsēta"",""Limbaži"""
"315,""Stūrīšu gatve"",""15425"",""5844"",""56.8019070"",""24.6295496"",""Kreisā"","""",""Lazdu gatve"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"316,""Rūķu iela"",""15426"",""5848"",""56.8865397"",""24.3358992"",""Labā"","""",""Miglu iela"",""Salaspils novads"",""Salaspils pilsēta"","""""
"317,""Rūķu iela"",""15427"",""5848"",""56.8871522"",""24.3358266"",""Kreisā"","""",""Lejasrūķu iela"",""Salaspils novads"",""Salaspils pilsēta"","""""
"318,""Veczariņu iela"",""15428"",""5851"",""56.8895218"",""24.0577329"",""Kreisā"","""",""Vecozolu iela"",""Mārupes novads"","""",""Mārupe"""
"319,""Veczariņu iela"",""15429"",""5851"",""56.8897159"",""24.0561392"",""Labā"","""",""Vecozolu iela"",""Mārupes novads"","""",""Mārupe"""
"322,""Ķimši"",""13853"",""2702"",""57.5352738"",""24.5599725"",""Kreisā"",""V140"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"323,""Ķimši"",""13854"",""2702"",""57.5358555"",""24.5590743"",""Labā"",""V140"","""",""Limbažu novads"",""Viļķenes pagasts"","""""
"328,""Raudas iela"",""15132"",""4995"",""56.9759933"",""23.1551663"",""Kreisā"",""P131"",""Raudas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"329,""Pārogres gatve"",""15430"",""5853"",""56.7956913"",""24.6335210"",""Kreisā"","""",""Pārogres gatve"",""Ogres novads"",""Ogres pilsēta"",""Ogre"""
"330,""Pagrieziens uz Aconi"",""15431"",""5861"",""56.8929280"",""24.3073393"",""Labā"","""",""C4 Salaspils mamoriāls-TEC 2"",""Salaspils novads"",""Salaspils pagasts"","""""
"331,""Pagrieziens uz Aconi"",""15432"",""5861"",""56.8937070"",""24.3075557"",""Kreisā"","""",""C4 Salaspils mamoriāls-TEC 2"",""Salaspils novads"",""Salaspils pagasts"","""""
"334,""Pīlādžu iela"",""13310"",""1403"",""56.9824132"",""23.1549283"",""Kreisā"",""P131"",""Raudas iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"335,""Pavārkalns"",""15433"",""215"",""56.9710170"",""23.1375890"",""Labā"","""",""Kurzemes iela"",""Tukuma novads"",""Tukuma pilsēta"",""Tukums"""
"336,""Acones dārzs"",""15434"",""5865"",""56.8997679"",""24.3036035"",""Labā"","""",""C4 Salaspils mamoriāls-TEC 2"",""Salaspils novads"",""Salaspils pagasts"","""""
"337,""Acones dārzs"",""15435"",""5865"",""56.8989312"",""24.3040359"",""Kreisā"","""",""C4 Salaspils mamoriāls-TEC 2"",""Salaspils novads"",""Salaspils pagasts"","""""
"345,""Babītes stacija"",""15438"",""5875"",""56.9581799"",""23.9534741"",""Kreisā"","""",""Bērzu iela"",""Mārupes novads"","""",""Babīte"""
"346,""Bajāri"",""15104"",""4978"",""56.7875717"",""21.4927821"",""Labā"",""V1192"","""",""Aizputes novads"",""Lažas pagasts"","""""
"347,""Bajāri"",""15105"",""4978"",""56.7877745"",""21.4931975"",""Kreisā"",""V1192"","""",""Aizputes novads"",""Lažas pagasts"","""""
"348,""Bajāri"",""13825"",""2652"",""56.4399952"",""23.8171300"",""Kreisā"",""V1072"","""",""Jelgavas novads"",""Sesavas pagasts"",""Bajāri"""
"349,""Bajāri"",""13826"",""2652"",""56.4401308"",""23.8169667"",""Labā"",""V1072"","""",""Jelgavas novads"",""Sesavas pagasts"",""Bajāri"""
"350,""Baka"",""14194"",""3339"",""56.8436762"",""27.1464525"",""Kreisā"",""V489"","""",""Balvu novads"",""Bērzpils pagasts"","""""
"351,""Baka"",""14195"",""3339"",""56.8437081"",""27.1465530"",""Labā"",""V489"","""",""Balvu novads"",""Bērzpils pagasts"","""""
"352,""Balborži"",""14730"",""4069"",""56.3494005"",""26.9361550"",""Labā"",""V577"",""Miera iela 2"",""Riebiņu novads"",""Silajāņu pagasts"",""Silajāņi"""
"353,""Balborži"",""14731"",""4069"",""56.3495965"",""26.9360321"",""Kreisā"",""V577"",""Miera iela 2"",""Riebiņu novads"",""Silajāņu pagasts"",""Silajāņi"""
"354,""Baldone"",""13503"",""1921"",""56.9922715"",""27.0432585"",""Kreisā"",""P36"","""",""Rugāju novads"",""Rugāju pagasts"","""""
"355,""Baldone"",""13504"",""1921"",""56.9935884"",""27.0422238"",""Labā"",""P36"","""",""Rugāju novads"",""Rugāju pagasts"","""""
"356,""Baldones"",""13637"",""2215"",""56.5126993"",""23.2558527"",""Labā"",""V1122"","""",""Dobeles novads"",""Penkules pagasts"",""Baldonas"""
"357,""Balgales pagrieziens"",""14489"",""3800"",""57.0885729"",""22.8008152"",""Labā"",""V1434"","""",""Kandavas novads"",""Kandavas pagasts"","""""
"358,""Bāliņi"",""13128"",""931"",""57.1914475"",""25.1914288"",""Labā"",""V315"","""",""Amatas novads"",""Amatas pagasts"","""""
"359,""Bāliņi"",""13129"",""931"",""57.1915359"",""25.1906926"",""Kreisā"",""V315"","""",""Amatas novads"",""Amatas pagasts"","""""
"360,""Baloži"",""15120"",""4987"",""57.5885826"",""25.5397078"",""Kreisā"",""A3"","""",""Burtnieku novads"",""Valmieras pagasts"","""""
"361,""Baloži"",""15121"",""4987"",""57.5890724"",""25.5419313"",""Labā"",""A3"",""A3 Lielauši"",""Burtnieku novads"",""Valmieras pagasts"",""Ziedonis"""
"362,""Baloži"",""13156"",""969"",""56.8760993"",""24.1221597"",""Labā"",""V3"","""",""Ķekavas novads"",""Baložu pilsēta"","""""
"363,""Baloži"",""13157"",""969"",""56.8764612"",""24.1231736"",""Kreisā"",""V3"","""",""Ķekavas novads"",""Baložu pilsēta"","""""
"364,""Baloži"",""13767"",""2515"",""57.4161830"",""27.1812318"",""Labā"",""V400"","""",""Alūksnes novads"",""Jaunalūksnes pagasts"","""""
"365,""Baloži"",""13768"",""2515"",""57.4162138"",""27.1812087"",""Kreisā"",""V400"","""",""Alūksnes novads"",""Jaunalūksnes pagasts"","""""
"366,""Baloži"",""14326"",""3594"",""56.8631200"",""22.4045062"",""Labā"",""V1149"","""",""Saldus novads"",""Šķēdes pagasts"","""""
"367,""Baloži"",""13476"",""1897"",""56.7101021"",""21.7900650"",""Labā"",""V1295"","""",""Kuldīgas novads"",""Laidu pagasts"","""""
"368,""Baložu skola"",""15439"",""5877"",""56.8748685"",""24.1188586"",""Kreisā"","""",""Rīgas iela"",""Ķekavas novads"",""Baložu pilsēta"",""Baloži"""
"369,""Baložu stacija"",""14635"",""3961"",""56.8453168"",""24.0462022"",""Labā"",""V13"","""",""Olaines novads"",""Olaines pagasts"",""Stūnīši"""
"370,""Baložu stacija"",""14636"",""3961"",""56.8459159"",""24.0471121"",""Kreisā"",""V13"","""",""Olaines novads"",""Olaines pagasts"",""Stūnīši"""
